时隙,任务类型,请求序列,请求到达量,空闲算力资源,等待服务队列,即时需求缺口,缓存调整量,资源缓存量,综合评价值,请求保障率,资源冗余率,下一时隙空闲算力资源,下一时隙等待服务队列,决策来源,相似案例编号
58,危险源态势研判,危化事故序列005,14.0,0.0,12.783038973808289,26.78303897380829,0.27284735441207886,81.35250985622406,-0.5456947088241577,1.0,0.6707779634439983,54.56947088241577,0.0,相似案例缓存预测回退,"valid_13_0_危险源态势研判_危化事故序列005_t11,train_13_0_危险源态势研判_危化事故序列005_t20,valid_12_0_灾害图像深度分析_台风灾情序列004_t194,valid_0_0_受灾目标识别_洪涝巡检序列002_t10,train_0_0_受灾目标识别_洪涝巡检序列002_t9"
59,危险源态势研判,危化事故序列005,23.0,54.56947088241577,0.0,0.0,-0.41949599981307983,0.0,-0.31569470882415773,1.0,0.5785189112505869,31.56947088241577,0.0,相似案例缓存预测回退,"valid_13_0_危险源态势研判_危化事故序列005_t24,train_13_0_危险源态势研判_危化事故序列005_t16,valid_12_0_灾害图像深度分析_台风灾情序列004_t194,valid_0_0_受灾目标识别_洪涝巡检序列002_t170,train_0_0_受灾目标识别_洪涝巡检序列002_t9"
60,危险源态势研判,危化事故序列005,22.0,31.56947088241577,0.0,0.0,-0.30605268478393555,0.0,-0.09569470882415772,1.0,0.3031242087667037,9.569470882415771,0.0,相似案例缓存预测回退,"valid_13_0_危险源态势研判_危化事故序列005_t24,train_13_0_危险源态势研判_危化事故序列005_t16,valid_0_0_受灾目标识别_洪涝巡检序列002_t10,train_0_0_受灾目标识别_洪涝巡检序列002_t10,valid_12_0_灾害图像深度分析_台风灾情序列004_t6"
61,危险源态势研判,危化事故序列005,28.0,9.569470882415771,0.0,18.43052911758423,-0.16628777980804443,0.0,-0.5529158735275268,0.3417668172291347,0.0,0.0,18.43052911758423,相似案例缓存预测回退,"valid_13_0_危险源态势研判_危化事故序列005_t26,train_13_0_危险源态势研判_危化事故序列005_t19,valid_0_0_受灾目标识别_洪涝巡检序列002_t10,train_0_0_受灾目标识别_洪涝巡检序列002_t9,valid_12_0_灾害图像深度分析_台风灾情序列004_t194"
62,危险源态势研判,危化事故序列005,24.0,0.0,18.43052911758423,42.43052911758423,0.06487780809402466,55.40609073638916,-0.12975561618804932,1.0,0.23419016657464606,12.975561618804932,0.0,相似案例缓存预测回退,"valid_13_0_危险源态势研判_危化事故序列005_t194,train_13_0_危险源态势研判_危化事故序列005_t20,valid_0_0_受灾目标识别_洪涝巡检序列002_t10,valid_12_0_灾害图像深度分析_台风灾情序列004_t194,train_0_0_受灾目标识别_洪涝巡检序列002_t9"
63,危险源态势研判,危化事故序列005,27.0,12.975561618804932,0.0,14.024438381195068,-0.13509848713874817,0.0,-0.42073315143585205,0.4805763562520345,0.0,0.0,14.024438381195068,相似案例缓存预测回退,"valid_13_0_危险源态势研判_危化事故序列005_t15,train_13_0_危险源态势研判_危化事故序列005_t19,valid_0_0_受灾目标识别_洪涝巡检序列002_t10,valid_12_0_灾害图像深度分析_台风灾情序列004_t195,train_0_0_受灾目标识别_洪涝巡检序列002_t9"
64,危险源态势研判,危化事故序列005,27.0,0.0,14.024438381195068,41.02443838119507,-0.31584009528160095,0.0,-1.2307331514358522,0.0,0.0,0.0,41.02443838119507,相似案例缓存预测回退,"valid_13_0_危险源态势研判_危化事故序列005_t21,train_13_0_危险源态势研判_危化事故序列005_t19,valid_12_0_灾害图像深度分析_台风灾情序列004_t195,valid_0_0_受灾目标识别_洪涝巡检序列002_t168,valid_0_0_结构化报告生成_山火监测序列003_t5"
65,危险源态势研判,危化事故序列005,33.0,0.0,41.02443838119507,74.02443838119507,0.16525761783123016,107.0759619474411,-0.3305152356624603,1.0,0.30867360857770837,33.05152356624603,0.0,相似案例缓存预测回退,"valid_13_0_危险源态势研判_危化事故序列005_t22,train_13_0_危险源态势研判_危化事故序列005_t20,valid_12_0_灾害图像深度分析_台风灾情序列004_t195,valid_0_0_受灾目标识别_洪涝巡检序列002_t168,valid_0_0_结构化报告生成_山火监测序列003_t5"
66,危险源态势研判,危化事故序列005,13.0,33.05152356624603,0.0,0.0,-0.3166561722755432,0.0,-0.20051523566246032,1.0,0.6066747127725063,20.051523566246033,0.0,相似案例缓存预测回退,"valid_13_0_危险源态势研判_危化事故序列005_t182,train_13_0_危险源态势研判_危化事故序列005_t24,valid_12_0_灾害图像深度分析_台风灾情序列004_t194,valid_0_0_受灾目标识别_洪涝巡检序列002_t170,train_0_0_受灾目标识别_洪涝巡检序列002_t9"
67,危险源态势研判,危化事故序列005,37.0,20.051523566246033,0.0,16.948476433753967,-0.17855989933013916,0.0,-0.508454293012619,0.5419330693580009,0.0,0.0,16.948476433753967,相似案例缓存预测回退,"valid_13_0_危险源态势研判_危化事故序列005_t26,train_13_0_危险源态势研判_危化事故序列005_t19,valid_0_0_受灾目标识别_洪涝巡检序列002_t10,train_0_0_受灾目标识别_洪涝巡检序列002_t9,valid_12_0_灾害图像深度分析_台风灾情序列004_t194"
68,危险源态势研判,危化事故序列005,32.0,0.0,16.948476433753967,48.94847643375397,-0.03286091983318329,42.37629246711731,-0.19716551899909973,0.7946192510426044,0.0,0.0,6.572183966636658,相似案例缓存预测回退,"valid_13_0_危险源态势研判_危化事故序列005_t41,train_13_0_危险源态势研判_危化事故序列005_t19,valid_0_0_受灾目标识别_洪涝巡检序列002_t10,valid_12_0_灾害图像深度分析_台风灾情序列004_t194,train_0_0_受灾目标识别_洪涝巡检序列002_t9"
69,危险源态势研判,危化事故序列005,33.0,0.0,6.572183966636658,39.57218396663666,-0.05286278948187828,28.999626070261,-0.3171767368912697,0.6796194576855862,0.0,0.0,10.572557896375656,相似案例缓存预测回退,"valid_13_0_危险源态势研判_危化事故序列005_t41,train_13_0_危险源态势研判_危化事故序列005_t19,valid_0_0_受灾目标识别_洪涝巡检序列002_t10,valid_12_0_灾害图像深度分析_台风灾情序列004_t195,train_0_0_受灾目标识别_洪涝巡检序列002_t9"
70,危险源态势研判,危化事故序列005,34.0,0.0,10.572557896375656,44.572557896375656,-0.04716857522726059,35.13884285092354,-0.28301145136356354,0.7225377927808201,0.0,0.0,9.433715045452118,相似案例缓存预测回退,"valid_13_0_危险源态势研判_危化事故序列005_t41,train_13_0_危险源态势研判_危化事故序列005_t19,valid_12_0_灾害图像深度分析_台风灾情序列004_t195,valid_0_0_受灾目标识别_洪涝巡检序列002_t10,train_0_0_受灾目标识别_洪涝巡检序列002_t9"
71,危险源态势研判,危化事故序列005,21.0,0.0,9.433715045452118,30.433715045452118,-0.0693943053483963,16.554853975772858,-0.4163658320903778,0.33910185382479713,0.0,0.0,13.87886106967926,相似案例缓存预测回退,"valid_13_0_危险源态势研判_危化事故序列005_t41,train_13_0_危险源态势研判_危化事故序列005_t19,valid_12_0_灾害图像深度分析_台风灾情序列004_t195,valid_0_0_受灾目标识别_洪涝巡检序列002_t168,valid_0_0_结构化报告生成_山火监测序列003_t5"
72,危险源态势研判,危化事故序列005,17.0,0.0,13.87886106967926,30.87886106967926,0.1720465123653412,65.2881635427475,-0.3440930247306824,1.0,0.527037377158552,34.40930247306824,0.0,相似案例缓存预测回退,"valid_13_0_危险源态势研判_危化事故序列005_t22,train_13_0_危险源态势研判_危化事故序列005_t20,valid_12_0_灾害图像深度分析_台风灾情序列004_t195,valid_0_0_受灾目标识别_洪涝巡检序列002_t168,valid_0_0_结构化报告生成_山火监测序列003_t5"
73,危险源态势研判,危化事故序列005,17.0,34.40930247306824,0.0,0.0,-0.3108624815940857,0.0,-0.17409302473068236,1.0,0.5059475555104407,17.409302473068237,0.0,相似案例缓存预测回退,"valid_13_0_危险源态势研判_危化事故序列005_t182,train_13_0_危险源态势研判_危化事故序列005_t24,valid_12_0_灾害图像深度分析_台风灾情序列004_t194,valid_0_0_受灾目标识别_洪涝巡检序列002_t170,train_0_0_受灾目标识别_洪涝巡检序列002_t9"
74,危险源态势研判,危化事故序列005,19.0,17.409302473068237,0.0,1.5906975269317627,-0.1884831190109253,0.0,-0.04772092580795288,0.9162790775299072,0.0,0.0,1.5906975269317627,相似案例缓存预测回退,"valid_13_0_危险源态势研判_危化事故序列005_t10,train_13_0_危险源态势研判_危化事故序列005_t24,valid_0_0_受灾目标识别_洪涝巡检序列002_t10,train_0_0_受灾目标识别_洪涝巡检序列002_t9,valid_12_0_灾害图像深度分析_台风灾情序列004_t194"
75,危险源态势研判,危化事故序列005,17.0,0.0,1.5906975269317627,18.590697526931763,-0.13191911578178406,0.0,-0.5577209258079528,0.0,0.0,0.0,18.590697526931763,相似案例缓存预测回退,"valid_13_0_危险源态势研判_危化事故序列005_t26,train_13_0_危险源态势研判_危化事故序列005_t19,valid_0_0_受灾目标识别_洪涝巡检序列002_t10,train_0_0_受灾目标识别_洪涝巡检序列002_t9,valid_12_0_灾害图像深度分析_台风灾情序列004_t194"
76,危险源态势研判,危化事故序列005,14.0,0.0,18.590697526931763,32.59069752693176,0.04536903649568558,41.66450482606888,-0.09073807299137115,1.0,0.21778267465355225,9.073807299137115,0.0,相似案例缓存预测回退,"valid_13_0_危险源态势研判_危化事故序列005_t194,train_13_0_危险源态势研判_危化事故序列005_t20,valid_12_0_灾害图像深度分析_台风灾情序列004_t194,valid_0_0_受灾目标识别_洪涝巡检序列002_t170,train_0_0_受灾目标识别_洪涝巡检序列002_t9"
77,危险源态势研判,危化事故序列005,11.0,9.073807299137115,0.0,1.9261927008628845,-0.047079697251319885,0.0,-0.05778578102588654,0.8248915726488287,0.0,0.0,1.9261927008628845,相似案例缓存预测回退,"valid_13_0_危险源态势研判_危化事故序列005_t15,train_13_0_危险源态势研判_危化事故序列005_t24,valid_12_0_灾害图像深度分析_台风灾情序列004_t195,valid_0_0_受灾目标识别_洪涝巡检序列002_t10,train_0_0_受灾目标识别_洪涝巡检序列002_t9"
78,危险源态势研判,危化事故序列005,14.0,0.0,1.9261927008628845,15.926192700862885,-0.23412421345710754,0.0,-0.47778578102588654,0.0,0.0,0.0,15.926192700862885,相似案例缓存预测回退,"valid_13_0_危险源态势研判_危化事故序列005_t29,train_13_0_危险源态势研判_危化事故序列005_t19,valid_12_0_灾害图像深度分析_台风灾情序列004_t198,valid_0_0_受灾目标识别_洪涝巡检序列002_t167,valid_0_0_结构化报告生成_山火监测序列003_t5"
79,危险源态势研判,危化事故序列005,14.0,0.0,15.926192700862885,29.926192700862885,0.15994027256965637,61.91424721479416,-0.31988054513931274,1.0,0.5166509479305735,31.988054513931274,0.0,相似案例缓存预测回退,"valid_13_0_危险源态势研判_危化事故序列005_t22,train_13_0_危险源态势研判_危化事故序列005_t20,valid_12_0_灾害图像深度分析_台风灾情序列004_t195,valid_0_0_受灾目标识别_洪涝巡检序列002_t168,valid_0_0_结构化报告生成_山火监测序列003_t5"
80,危险源态势研判,危化事故序列005,10.0,31.988054513931274,0.0,0.0,-0.31732478737831116,0.0,-0.21988054513931274,1.0,0.6873833012994006,21.988054513931274,0.0,相似案例缓存预测回退,"valid_13_0_危险源态势研判_危化事故序列005_t182,train_13_0_危险源态势研判_危化事故序列005_t24,valid_12_0_灾害图像深度分析_台风灾情序列004_t194,valid_0_0_受灾目标识别_洪涝巡检序列002_t170,train_0_0_受灾目标识别_洪涝巡检序列002_t9"
81,危险源态势研判,危化事故序列005,15.0,21.988054513931274,0.0,0.0,-0.2817313075065613,0.0,-0.06988054513931274,1.0,0.31781140571139466,6.988054513931274,0.0,相似案例缓存预测回退,"valid_13_0_危险源态势研判_危化事故序列005_t24,train_13_0_危险源态势研判_危化事故序列005_t23,valid_0_0_受灾目标识别_洪涝巡检序列002_t10,train_0_0_受灾目标识别_洪涝巡检序列002_t9,valid_12_0_灾害图像深度分析_台风灾情序列004_t44"
82,危险源态势研判,危化事故序列005,7.0,6.988054513931274,0.0,0.011945486068725586,-0.1915205419063568,0.0,-0.00035836458206176756,0.9982935019901821,0.0,0.0,0.011945486068725586,相似案例缓存预测回退,"valid_13_0_危险源态势研判_危化事故序列005_t10,train_13_0_危险源态势研判_危化事故序列005_t24,valid_0_0_受灾目标识别_洪涝巡检序列002_t10,train_0_0_受灾目标识别_洪涝巡检序列002_t9,valid_12_0_灾害图像深度分析_台风灾情序列004_t194"
83,危险源态势研判,危化事故序列005,8.0,0.0,0.011945486068725586,8.011945486068726,-0.13516780734062195,0.0,-0.24035836458206178,0.0,0.0,0.0,8.011945486068726,相似案例缓存预测回退,"valid_13_0_危险源态势研判_危化事故序列005_t26,train_13_0_危险源态势研判_危化事故序列005_t19,valid_0_0_受灾目标识别_洪涝巡检序列002_t10,valid_12_0_灾害图像深度分析_台风灾情序列004_t194,train_0_0_受灾目标识别_洪涝巡检序列002_t9"
84,危险源态势研判,危化事故序列005,4.0,0.0,8.011945486068726,12.011945486068726,-0.04763348028063774,2.4852494299411774,-0.28580088168382645,0.0,0.0,0.0,9.526696056127548,相似案例缓存预测回退,"valid_13_0_危险源态势研判_危化事故序列005_t41,train_13_0_危险源态势研判_危化事故序列005_t19,valid_12_0_灾害图像深度分析_台风灾情序列004_t194,valid_0_0_受灾目标识别_洪涝巡检序列002_t170,train_0_0_受灾目标识别_洪涝巡检序列002_t9"
85,危险源态势研判,危化事故序列005,6.0,0.0,9.526696056127548,15.526696056127548,-0.27574241161346436,0.0,-0.46580088168382644,0.0,0.0,0.0,15.526696056127548,相似案例缓存预测回退,"valid_13_0_危险源态势研判_危化事故序列005_t21,train_13_0_危险源态势研判_危化事故序列005_t19,valid_12_0_灾害图像深度分析_台风灾情序列004_t198,valid_0_0_受灾目标识别_洪涝巡检序列002_t12,valid_0_0_结构化报告生成_山火监测序列003_t5"
86,危险源态势研判,危化事故序列005,6.0,0.0,15.526696056127548,21.526696056127548,0.187210351228714,58.968766301870346,-0.374420702457428,1.0,0.6349474915936172,37.4420702457428,0.0,相似案例缓存预测回退,"valid_13_0_危险源态势研判_危化事故序列005_t22,train_13_0_危险源态势研判_危化事故序列005_t20,valid_12_0_灾害图像深度分析_台风灾情序列004_t198,valid_0_0_受灾目标识别_洪涝巡检序列002_t12,valid_0_0_结构化报告生成_山火监测序列003_t5"
87,危险源态势研判,危化事故序列005,6.0,37.4420702457428,0.0,0.0,-0.5434145331382751,0.0,-0.314420702457428,1.0,0.8397524506358671,31.442070245742798,0.0,相似案例缓存预测回退,"valid_13_0_危险源态势研判_危化事故序列005_t23,train_13_0_危险源态势研判_危化事故序列005_t21,valid_12_0_灾害图像深度分析_台风灾情序列004_t194,valid_0_0_受灾目标识别_洪涝巡检序列002_t168,valid_0_0_结构化报告生成_山火监测序列003_t5"
88,危险源态势研判,危化事故序列005,8.0,31.442070245742798,0.0,0.0,-0.2929587960243225,0.0,-0.23442070245742797,1.0,0.745563827779973,23.442070245742798,0.0,相似案例缓存预测回退,"valid_13_0_危险源态势研判_危化事故序列005_t34,train_13_0_危险源态势研判_危化事故序列005_t22,valid_12_0_灾害图像深度分析_台风灾情序列004_t46,valid_0_0_受灾目标识别_洪涝巡检序列002_t9,train_0_0_受灾目标识别_洪涝巡检序列002_t8"
89,危险源态势研判,危化事故序列005,7.0,23.442070245742798,0.0,0.0,-0.41890180110931396,0.0,-0.164420702457428,1.0,0.7013915611283847,16.442070245742798,0.0,相似案例缓存预测回退,"valid_13_0_危险源态势研判_危化事故序列005_t35,train_13_0_危险源态势研判_危化事故序列005_t22,valid_0_0_受灾目标识别_洪涝巡检序列002_t10,train_0_0_受灾目标识别_洪涝巡检序列002_t9,valid_12_0_灾害图像深度分析_台风灾情序列004_t46"
